"id";"winerys";"winetype";"country";"region";"averages";"reviews";"images";"winename"
584;"LECLERC BRIANT";"Sparkling";"FR";"champagne";4.5;65;"https://images.vivino.com/thumbs/P5uoBC-oRbuyPNhwuVrRUw_pb_x300.png";"ABYSS BRUT ZERO CHAMPAGNE 2012"
585;"POMMERY";"Sparkling";"FR";"champagne";4.5;65;"https://images.vivino.com/thumbs/vquoqlrZQxumpIiEkjhq6w_pb_x300.png";"CUVÉE LOUISE BRUT CHAMPAGNE 1989"
586;"POL ROGER";"Sparkling";"FR";"champagne";4.5;64;"https://images.vivino.com/thumbs/HlLhUWbyTfupk59rOtNM-g_pb_x300.png";"SIR WINSTON CHURCHILL BRUT CHAMPAGNE 1995"
587;"GLORIA FERRER";"Sparkling";"united states";"los carneros";4.5;64;"https://images.vivino.com/thumbs/TavmoelRSamKLi1J-p0ALQ_pb_x300.png";"CARNEROS CUVÉE 2005"
588;"BOLLINGER";"Sparkling";"FR";"champagne";4.5;64;"https://images.vivino.com/thumbs/yYHkkUczRVaBfBBl1NAoww_pb_x300.png";"VIEILLES VIGNES FRANÇAISES BLANC DE NOIRS BRUT CHAMPAGNE 2000"
589;"PHILIPPONNAT";"Sparkling";"FR";"champagne";4.5;64;"https://images.vivino.com/thumbs/2YxW2HUvTPOzKDMlWJsz9g_pb_x300.png";"CLOS DES GOISSES CHAMPAGNE 1991"
590;"SAPIENCE";"Sparkling";"FR";"champagne";4.5;63;"https://images.vivino.com/thumbs/c6qdZqjyT_Olbyy0M9apVA_pb_x300.png";"CHAMPAGNE 2009"
591;"FALLET-PRÉVOSTAT";"Sparkling";"FR";"champagne grand cru 'avize'";4.5;63;"https://images.vivino.com/thumbs/cvKLiSagS-Kzd5LPKgH6vw_pb_x300.png";"BLANC DE BLANCS EXTRA BRUT CHAMPAGNE GRAND CRU 'AVIZE' 2014"
592;"VEUVE CLICQUOT";"Sparkling";"FR";"champagne";4.5;63;"https://images.vivino.com/thumbs/LdliVg43S6iEFAqrvdiwbg_pb_x300.png";"BRUT ROSÉ CHAMPAGNE 1999"
593;"RUINART";"Sparkling";"FR";"champagne";4.5;63;"https://images.vivino.com/thumbs/vQTah90PTwG-jIJZYQTtmw_pb_x300.png";"DOM RUINART BLANC DE BLANCS BRUT CHAMPAGNE 1993"
594;"LOUIS ROEDERER";"Sparkling";"FR";"champagne";4.5;62;"https://images.vivino.com/thumbs/bXZK_MhMQi-a2xrjEITv2A_pb_x300.png";"CRISTAL BRUT CHAMPAGNE (MILLÉSIMÉ) 1994"
595;"TAITTINGER";"Sparkling";"FR";"champagne";4.5;62;"https://images.vivino.com/thumbs/ZezH5gdWT4yo79RoOGXazQ_pb_x300.png";"COMTES DE CHAMPAGNE ROSÉ 2003"
596;"BILLECART-SALMON";"Sparkling";"FR";"champagne";4.5;62;"https://images.vivino.com/thumbs/qsDV-1yaSWi6OmT2Fm1i3A_pb_x300.png";"CLOS SAINT-HILAIRE BRUT CHAMPAGNE 1996"
597;"RUINART";"Sparkling";"FR";"champagne";4.5;62;"https://images.vivino.com/thumbs/OtiVflrBQWiLs0TGB3vlbg_pb_x300.png";"BRUT (R DE RUINART) CHAMPAGNE 1995"
598;"PLOYEZ-JACQUEMART";"Sparkling";"FR";"champagne";4.5;61;"https://images.vivino.com/thumbs/Ffagu6P_SbiNRM-hL0_n7Q_pb_x300.png";"EXTRA BRUT VINTAGE CHAMPAGNE 2008"
599;"LOUIS ROEDERER";"Sparkling";"FR";"champagne";4.5;61;"https://images.vivino.com/thumbs/bXZK_MhMQi-a2xrjEITv2A_pb_x300.png";"CRISTAL BRUT CHAMPAGNE (MILLÉSIMÉ) 1983"
600;"CA' DEL BOSCO";"Sparkling";"I";"franciacorta";4.5;61;"https://images.vivino.com/thumbs/jGgaE_GuQbO5nMkeAOumtA_pb_x300.png";"DOSAGE ZERO NOIR FRANCIACORTA (VINTAGE COLLECTION) 2013"
601;"CA' DEL BOSCO";"Sparkling";"I";"franciacorta";4.5;61;"https://images.vivino.com/thumbs/3Br9WURFTpidfIDX0ALCgw_pb_x300.png";"CUVÉE ANNAMARIA CLEMENTI (EXTRA BRUT) 2002"
602;"SAPIENCE";"Sparkling";"FR";"champagne";4.5;60;"https://images.vivino.com/thumbs/c6qdZqjyT_Olbyy0M9apVA_pb_x300.png";"CHAMPAGNE 2006"
603;"BILLECART-SALMON";"Sparkling";"FR";"champagne";4.5;60;"https://images.vivino.com/thumbs/-opcqUgCRj6GRgeLVaxIUQ_pb_x300.png";"BRUT ROSÉ CHAMPAGNE 1999"
604;"FRANCOISE BEDEL";"Sparkling";"FR";"champagne";4.5;58;"https://images.vivino.com/thumbs/3QtAUniTSk2LUP4aFD1umQ_pb_x300.png";"COMME AUTREFOIS CHAMPAGNE 2004"
605;"HENRIOT";"Sparkling";"FR";"champagne";4.5;57;"https://images.vivino.com/thumbs/pXNtLyG3Rj6EKOi-pvtrzg_pb_x300.png";"CUVÉE DES ENCHANTELEURS BRUT CHAMPAGNE 1990"
606;"ROCKFORD";"Sparkling";"australia";"barossa valley";4.5;56;"https://images.vivino.com/thumbs/Y5yfC3QRRVKRKXJN-bHeGQ_pb_x300.png";"BLACK SHIRAZ 2017"
607;"AGRAPART & FILS";"Sparkling";"FR";"champagne grand cru 'avize'";4.5;56;"https://images.vivino.com/thumbs/iZ_PLEJ1Qn6VXxbRTqBQMg_pb_x300.png";"AVIZOISE BLANC DE BLANCS EXTRA BRUT CHAMPAGNE GRAND CRU 'AVIZE' 2008"
608;"ROSES DE JEANNE";"Sparkling";"FR";"champagne";4.5;55;"https://images.vivino.com/thumbs/CkcHxddyQnmThfkXk6sqzQ_pb_x300.png";"LES URSULES CHAMPAGNE 2011"
609;"RUINART";"Sparkling";"FR";"champagne";4.5;55;"https://images.vivino.com/thumbs/dsrC9WNFQMW92k1ctpXVFA_pb_x300.png";"BLANC DE BLANCS BRUT CHAMPAGNE 2007"
610;"RUINART";"Sparkling";"FR";"champagne";4.5;55;"https://images.vivino.com/thumbs/dsrC9WNFQMW92k1ctpXVFA_pb_x300.png";"BLANC DE BLANCS BRUT CHAMPAGNE 2015"
611;"POL ROGER";"Sparkling";"FR";"champagne";4.5;55;"https://images.vivino.com/thumbs/HlLhUWbyTfupk59rOtNM-g_pb_x300.png";"SIR WINSTON CHURCHILL BRUT CHAMPAGNE 2009"
612;"CASA VALDUGA";"Sparkling";"brazil";"vale dos vinhedos";4.5;54;"https://images.vivino.com/thumbs/OQozI4MPSGOw00Ne269Zow_pb_x300.png";"MARIA VALDUGA BRUT VINTAGE ESPUMANTE 2016"
613;"FERRARI";"Sparkling";"I";"trentino";4.5;54;"https://images.vivino.com/highlights/icon/most_user_rated.svg";"'GIULIO FERRARI' RISERVA DEL FONDATORE ROSÉ 2006"
614;"PALMER & CO.";"Sparkling";"FR";"champagne";4.5;53;"https://images.vivino.com/thumbs/0F0BYYrORhetTXICwJzxLg_pb_x300.png";"VINTAGE CHAMPAGNE 1996"
615;"CHARLES HEIDSIECK";"Sparkling";"FR";"champagne";4.5;53;"https://images.vivino.com/thumbs/UzOortH4QCyowe825m91nw_pb_x300.png";"RESERVE ROSÉ CHAMPAGNE 1999"
616;"DOM PÉRIGNON";"Sparkling";"FR";"champagne";4.5;53;"https://images.vivino.com/thumbs/VhLkvaMQT9ydS3DIy19kJw_pb_x300.png";"BRUT ROSÉ CHAMPAGNE 2009"
617;"HENRIOT";"Sparkling";"FR";"champagne";4.5;51;"https://images.vivino.com/thumbs/JpEzcU6PTj6wCELTnpf2Lw_pb_x300.png";"SOUVERAIN BRUT CHAMPAGNE 2000"
618;"ROGER CONSTANT LEMAIRE";"Sparkling";"FR";"champagne premier cru";4.5;49;"https://images.vivino.com/thumbs/FIev5UIvSdqxCba_Z7nhjA_pb_x300.png";"CUVÉE ROGER CONSTANT BRUT CHAMPAGNE PREMIER CRU N.V."
619;"CHARLES HEIDSIECK";"Sparkling";"FR";"champagne";4.5;49;"https://images.vivino.com/thumbs/HD5b1fMSRnaqVx5agA9V4w_pb_x300.png";"BLANC DES MILLÉNAIRES BLANC DE BLANCS N.V."
620;"EGLY-OURIET";"Sparkling";"FR";"coteaux champenois";4.5;49;"https://images.vivino.com/thumbs/PtrWtkfBQbGlgxMjJkHD1Q_pb_x300.png";"COTEAUX CHAMPENOIS CUVÉE DES GRANDS CÔTÉS VIEILLES VIGNES GRAND CRU AMBONNAY ROUGE 2008"
621;"TARLANT";"Sparkling";"FR";"champagne";4.5;48;"https://images.vivino.com/thumbs/hW08OF6_QIGiVTnvFUXXSQ_pb_x300.png";"LA VIGNE D'ANTAN NON GREFFÉE CHARDONNAY CHAMPAGNE 2000"
622;"CAVE GEISSE";"Sparkling";"brazil";"serra gaúcha";4.5;48;"https://images.vivino.com/thumbs/JNMkK8kkQB286omr-z_WKQ_pb_x300.png";"TERROIR NATURE 2015"
623;"BELLAVISTA";"Sparkling";"I";"franciacorta";4.5;48;"https://images.vivino.com/thumbs/oKxUpxNTQyeJxwyKg_gEuQ_pb_x300.png";"VITTORIO MORETTI 2002"
624;"TAITTINGER";"Sparkling";"FR";"champagne";4.5;48;"https://images.vivino.com/thumbs/5DnUGr-_SwOGKMxb1KuuGA_pb_x300.png";"COMTES DE CHAMPAGNE BLANC DE BLANCS 1997"
625;"A MARGAINE";"Sparkling";"FR";"champagne premier cru";4.5;47;"https://images.vivino.com/thumbs/Sef3FmhoQUeKd3oFKqSYQg_pb_x300.png";"BLANC DE BLANCS BRUT CHAMPAGNE PREMIER CRU 2011"
626;"BOLLINGER";"Sparkling";"FR";"champagne";4.5;47;"https://images.vivino.com/thumbs/dZTKrd8cSdG8FJ5pgDQwKw_pb_x300.png";"R.D EXTRA BRUT CHAMPAGNE (RÉCEMMENT DÉGORGÉ) 1979"
627;"BOËRL & KROFF";"Sparkling";"FR";"champagne";4.5;46;"https://images.vivino.com/thumbs/dnSC7vtdRUGIJ_F2Lb8dyw_pb_x300.png";"B DE BRUT CHAMPAGNE 2003"
628;"LODALI";"Sparkling";"I";"moscato d'asti";4.5;46;"https://images.vivino.com/thumbs/vlEzTyM7RsyRnsZRF9rmSA_pb_x300.png";"MOSCATO D'ASTI 2013"
629;"VILLA RINALDI";"Sparkling";"I";"trentino-alto adige";4.5;46;"https://images.vivino.com/thumbs/AeE-IkGAQ9e7TSmz1SF2XQ_pb_x300.png";"BARRICAIA BRUT GRANDI ANNATE 2005"
630;"MARC HÉBRART";"Sparkling";"FR";"champagne grand cru";4.5;46;"https://images.vivino.com/thumbs/PqDYLGyxQPWOiD8a4kO8mA_pb_x300.png";"RIVE GAUCHE RIVE DROITE EXTRA BRUT CHAMPAGNE GRAND CRU 2006"
631;"SCHRAMSBERG";"Sparkling";"united states";"north coast";4.5;46;"https://images.vivino.com/thumbs/4NLjpfRDSeaCN147hSePKA_pb_x300.png";"J. SCHRAM BRUT 2004"
632;"JOSEPH PERRIER";"Sparkling";"FR";"champagne";4.5;45;"https://images.vivino.com/thumbs/jTbTpQNiT82x87TL0HC2_w_pb_x300.png";"CUVÉE JOSÉPHINE BRUT CHAMPAGNE 2002"
633;"MOËT & CHANDON";"Sparkling";"FR";"champagne";4.5;45;"https://images.vivino.com/thumbs/KPmMKTxCR7qDUsmu5r7Uyw_pb_x300.png";"NECTAR IMPÉRIAL (DEMI-SEC) CHAMPAGNE 2016"
634;"RUINART";"Sparkling";"FR";"champagne";4.5;45;"https://images.vivino.com/thumbs/OtiVflrBQWiLs0TGB3vlbg_pb_x300.png";"BRUT (R DE RUINART) CHAMPAGNE 1996"
635;"DIEBOLT - VALLOIS";"Sparkling";"FR";"champagne grand cru 'cramant'";4.5;45;"https://images.vivino.com/thumbs/JNulIxAHQYaw479GqMrx3Q_pb_x300.png";"FLEUR DE PASSION BRUT CHAMPAGNE GRAND CRU 'CRAMANT' 2010"
636;"POL ROGER";"Sparkling";"FR";"champagne";4.5;44;"https://images.vivino.com/thumbs/wJK6sKFxROu5fM0-LTSj8g_pb_x300.png";"RÉSERVE BRUT CHAMPAGNE 1996"
637;"POL ROGER";"Sparkling";"FR";"champagne";4.5;44;"https://images.vivino.com/thumbs/iRikVkIxTNO-wnY_rRep8Q_pb_x300.png";"BRUT CHAMPAGNE (EXTRA CUVÉE DE RÉSERVE) 1995"
638;"THIENOT";"Sparkling";"FR";"champagne";4.5;43;"https://images.vivino.com/thumbs/ZmVTfovvQhSXkCbHCiegWg_pb_x300.png";"LA VIGNE AUX GAMINS 2002"
639;"RUINART";"Sparkling";"FR";"champagne";4.5;43;"https://images.vivino.com/thumbs/dsrC9WNFQMW92k1ctpXVFA_pb_x300.png";"BLANC DE BLANCS BRUT CHAMPAGNE 2016"
640;"LLOPART";"Sparkling";"SP";"cava";4.5;43;"https://images.vivino.com/thumbs/WIasfnU6Q0mWiEICjgPx7Q_pb_x300.png";"CAVA ORIGINAL BRUT (ESPUMOS) 2011"
641;"VILMART & CIE";"Sparkling";"FR";"champagne premier cru";4.5;42;"https://images.vivino.com/thumbs/ucR2sHrOR5epVt0pjlLApg_pb_x300.png";"CŒUR DE CUVÉE CHAMPAGNE PREMIER CRU 2002"
642;"POMMERY";"Sparkling";"FR";"champagne";4.5;42;"https://images.vivino.com/thumbs/vquoqlrZQxumpIiEkjhq6w_pb_x300.png";"CUVÉE LOUISE BRUT CHAMPAGNE 1996"
643;"VILMART & CIE";"Sparkling";"FR";"champagne premier cru";4.5;42;"https://images.vivino.com/thumbs/4QLoP0eeQ_6apbY4AsvoQA_pb_x300.png";"GRAND CELLIER BRUT CHAMPAGNE PREMIER CRU 2007"
644;"TAITTINGER";"Sparkling";"FR";"champagne";4.5;42;"https://images.vivino.com/thumbs/5DnUGr-_SwOGKMxb1KuuGA_pb_x300.png";"COMTES DE CHAMPAGNE BLANC DE BLANCS 1976"
645;"VILLA RINALDI";"Sparkling";"I";"veneto";4.5;42;"https://images.vivino.com/thumbs/ZOqIvf8cSt6E2hTqGNIstQ_pb_x300.png";"DOLCE DI CREMÉ 2003"
646;"ARGYLE";"Sparkling";"united states";"willamette valley";4.5;42;"https://images.vivino.com/thumbs/RejBDWJxRUGKkYbaFYTUIA_pb_x300.png";"EXTENDED TIRAGE BRUT 2008"
647;"COMTE AUDOIN DE DAMPIERRE";"Sparkling";"FR";"champagne grand cru";4.5;41;"https://images.vivino.com/thumbs/2ZxiCA-7R8OaM1Puv0Mf_g_pb_x300.png";"FAMILY RESERVE BLANC DE BLANCS BRUT CHAMPAGNE GRAND CRU 2005"
648;"TAITTINGER";"Sparkling";"FR";"champagne";4.5;41;"https://images.vivino.com/thumbs/GvVD9sSISUGqLcsdWE3zgg_pb_x300.png";"COLLECTION BRUT CHAMPAGNE 2008"
649;"ROSES DE JEANNE";"Sparkling";"FR";"champagne";4.5;41;"https://images.vivino.com/thumbs/pVkf-LC4QrmujuH5zpMnUg_pb_x300.png";"CÔTE DE BÉCHALIN CHAMPAGNE 2008"
650;"CHARLES HEIDSIECK";"Sparkling";"FR";"champagne";4.5;41;"https://images.vivino.com/thumbs/MwzrYHo3TdedryTg2l_MtQ_pb_x300.png";"MILLESIMÉ BRUT CHAMPAGNE 1989"
651;"RUINART";"Sparkling";"FR";"champagne";4.5;41;"https://images.vivino.com/thumbs/390WYTkLQWm9cuItDchJRw_pb_x300.png";"DOM RUINART ROSÉ BRUT CHAMPAGNE 1986"
652;"RUINART";"Sparkling";"FR";"champagne";4.5;41;"https://images.vivino.com/thumbs/vQTah90PTwG-jIJZYQTtmw_pb_x300.png";"DOM RUINART BLANC DE BLANCS BRUT CHAMPAGNE 2012"
653;"G.H. MUMM";"Sparkling";"FR";"champagne";4.5;41;"https://images.vivino.com/thumbs/7FGLN24bRUiCHCeqFbtRKQ_pb_x300.png";"RENÉ LALOU CHAMPAGNE 2002"
654;"ARMAND DE BRIGNAC";"Sparkling";"FR";"champagne";4.5;40;"https://images.vivino.com/thumbs/_bVZMqPvRjasPjwbeADukw_pb_x300.png";"GREEN BRUT CHAMPAGNE (LIMITED EDITION) N.V."
655;"EGLY-OURIET";"Sparkling";"FR";"coteaux champenois";4.5;40;"https://images.vivino.com/thumbs/PtrWtkfBQbGlgxMjJkHD1Q_pb_x300.png";"COTEAUX CHAMPENOIS CUVÉE DES GRANDS CÔTÉS VIEILLES VIGNES GRAND CRU AMBONNAY ROUGE 2007"
656;"VEUVE CLICQUOT";"Sparkling";"FR";"champagne";4.5;40;"https://images.vivino.com/thumbs/LdliVg43S6iEFAqrvdiwbg_pb_x300.png";"BRUT ROSÉ CHAMPAGNE 2016"
657;"DEUTZ";"Sparkling";"FR";"champagne";4.5;40;"https://images.vivino.com/thumbs/Sw6lOaPkQlKZP0v2YtR9KQ_pb_x300.png";"BLANC DE BLANCS BRUT CHAMPAGNE 1996"
658;"VEUVE CLICQUOT";"Sparkling";"FR";"champagne";4.5;40;"https://images.vivino.com/thumbs/XjbCr0pLSNS30xQRHq729g_pb_x300.png";"RARE VINTAGE BRUT CHAMPAGNE 1985"
659;"LOUIS ROEDERER";"Sparkling";"FR";"champagne premier cru";4.5;40;"https://images.vivino.com/thumbs/3PMfb042TN-5ZzzqkBEIHA_pb_x300.png";"BRUT PREMIER CHAMPAGNE 1790"
660;"LA SCOLCA";"Sparkling";"I";"gavi";4.5;40;"https://images.vivino.com/thumbs/1PBOdg_MQNC5zXoKgWra2w_pb_x300.png";"SOLDATI D'ANTAN MILLESIMATO BRUT 2001"
661;"CA' DEL BOSCO";"Sparkling";"I";"franciacorta";4.5;40;"https://images.vivino.com/thumbs/_uWwmQzpR5SNPuI5JWvVDA_pb_x300.png";"BRUT FRANCIACORTA (VINTAGE COLLECTION) 2015"
662;"MUMM NAPA";"Sparkling";"united states";"napa valley";4.5;39;"https://images.vivino.com/thumbs/5mNgAhf_RpWrbtWcR3z4MQ_pb_x300.png";"DVX ROSÉ 2010"
663;"EGLY-OURIET";"Sparkling";"FR";"champagne grand cru 'ambonnay'";4.5;39;"https://images.vivino.com/thumbs/bBF4TRxESqu2-gKtpZ1SSA_pb_x300.png";"MILLÉSIME BRUT CHAMPAGNE GRAND CRU 'AMBONNAY' 1996"
664;"NANI RIZZI";"Sparkling";"I";"conegliano-valdobbiadene prosecco";4.5;39;"https://images.vivino.com/thumbs/Ex-4GMJaTTmOzw8ERq9i6Q_pb_x300.png";"VALDOBBIADENE SUPERIORE DI CARTIZZE 2015"
665;"STEENBERG";"Sparkling";"south africa";"stellenbosch";4.5;38;"https://images.vivino.com/thumbs/cctpKJLORTmTgAtSCY8ycQ_pb_x300.png";"LADY R 2011"
666;"FRANK FAMILY";"Sparkling";"united states";"napa valley";4.5;37;"https://images.vivino.com/thumbs/R2lDHGAJSquYd5SjIWwHcw_pb_x300.png";"MÉTHODE CHAMPENOIS ROUGE 2011"
667;"POL ROGER";"Sparkling";"FR";"champagne";4.5;37;"https://images.vivino.com/thumbs/HlLhUWbyTfupk59rOtNM-g_pb_x300.png";"SIR WINSTON CHURCHILL BRUT CHAMPAGNE 1990"
668;"CA' DEL BOSCO";"Sparkling";"I";"franciacorta";4.5;37;"https://images.vivino.com/thumbs/jGgaE_GuQbO5nMkeAOumtA_pb_x300.png";"DOSAGE ZERO NOIR FRANCIACORTA (VINTAGE COLLECTION) 2001"
669;"CA' DEL BOSCO";"Sparkling";"I";"franciacorta";4.5;36;"https://images.vivino.com/thumbs/D_jmGTAKTeKcXtV0_aksJw_pb_x300.png";"CUVÉE ANNAMARIA CLEMENTI ROSÉ (EXTRA BRUT) 2008"
670;"BONVALET";"Sparkling";"FR";"champagne";4.5;36;"https://images.vivino.com/thumbs/DncXUatFQK-wf2vwfGuJxA_pb_x300.png";"BRUT SUPRÊME CHAMPAGNE N.V."
671;"FAMILLE MOUTARD";"Sparkling";"FR";"champagne";4.5;36;"https://images.vivino.com/thumbs/EZmHz2Z7Tn-6KgE91Hdc9g_pb_x300.png";"CUVÉE DES 6 CÉPAGES BRUT CHAMPAGNE 2010"
672;"JACQUESSON";"Sparkling";"FR";"champagne";4.5;36;"https://images.vivino.com/thumbs/nuTh6wrtQ4C9hQ81t-9iEA_pb_x300.png";"DIZY-CORNE BAUTRAY EXTRA BRUT CHAMPAGNE 2008"
673;"MARC HÉBRART";"Sparkling";"FR";"champagne";4.5;35;"https://images.vivino.com/thumbs/K7VKAN74RM28R2A_KDad8w_pb_x300.png";"CHAMAPGNE PREMIER CRU BRUT 2012"
674;"BONNAIRE";"Sparkling";"FR";"champagne grand cru";4.5;35;"https://images.vivino.com/thumbs/6M3UKDSvS-qnxHFxVlu5ig_pb_x300.png";"COLLECTION CHAMPAGNE GRAND CRU 1989"
675;"SCHRAMSBERG";"Sparkling";"united states";"north coast";4.5;35;"https://images.vivino.com/thumbs/VyG4h_8mT5Sg3VtNJZSuMg_pb_x300.png";"J. SCHRAM BRUT ROSÉ 2004"
676;"RUINART";"Sparkling";"FR";"champagne";4.5;35;"https://images.vivino.com/thumbs/vQTah90PTwG-jIJZYQTtmw_pb_x300.png";"DOM RUINART BLANC DE BLANCS BRUT CHAMPAGNE 2014"
677;"DEUTZ";"Sparkling";"FR";"champagne";4.5;34;"https://images.vivino.com/thumbs/LOlKgTBKQI2yne6vtPx-Kg_pb_x300.png";"DEMI-SEC CHAMPAGNE 2006"
678;"ARMAND DE BRIGNAC";"Sparkling";"FR";"champagne";4.5;34;"https://images.vivino.com/thumbs/uGQG314ZSjmp5HbyLb78yw_pb_x300.png";"BRUT CHAMPAGNE (GOLD) 2012"
679;"PHILIPPONNAT";"Sparkling";"FR";"champagne grand cru";4.5;34;"https://images.vivino.com/thumbs/qJiHgh-KQ-u_quv0cFiI_A_pb_x300.png";"CUVÉE 1522 BRUT CHAMPAGNE GRAND CRU 2010"
680;"ROGER BRUN";"Sparkling";"FR";"champagne grand cru 'aÿ'";4.5;35;"https://images.vivino.com/thumbs/Gaq3aB1bTme4-cUYEpA1IQ_pb_x300.png";"RÉSERVE FAMILIALE EXTRA BRUT CHAMPAGNE GRAND CRU 'AŸ' 2006"
681;"NOT A WINE";"Sparkling";"FR";"cognac";4.5;33;"https://thumbs.vivino.com/avatars/ZlapMkM9QayY3ci79lSL7A_50x50.jpg";"REMY MARTIN GRANDE CHAMPAGNE COGNAC PREMIER CRU 2008"
682;"SUMMERHILL PYRAMID";"Sparkling";"canada";"okanagan valley";4.5;33;"https://images.vivino.com/highlights/icon/most_user_rated.svg";"CIPES TRADITIONAL CUVÉE 1996"
683;"HENRI GIRAUD";"Sparkling";"FR";"champagne grand cru 'aÿ'";4.5;33;"https://images.vivino.com/thumbs/YdjjMzrZS9WbzKJwC5cb2w_pb_x300.png";"FÛT DE CHÊNE BRUT COLLECTION CHAMPAGNE GRAND CRU 'AŸ' 1996"
684;"PIPER-HEIDSIECK";"Sparkling";"FR";"champagne";4.5;33;"https://images.vivino.com/thumbs/MehqLa7uSa6EtP9XnQj82w_pb_x300.png";"RARE BRUT ROSÉ CHAMPAGNE (MILLESIMÉ) 2007"
685;"ERIC RODEZ";"Sparkling";"FR";"champagne grand cru 'ambonnay'";4.5;33;"https://images.vivino.com/thumbs/M71Em5_7TPKfBzZgVtFqYA_pb_x300.png";"CHARDONNAY BRUT CHAMPAGNE GRAND CRU 'AMBONNAY' 2004"
686;"ARGYLE";"Sparkling";"united states";"willamette valley";4.5;33;"https://images.vivino.com/thumbs/RejBDWJxRUGKkYbaFYTUIA_pb_x300.png";"EXTENDED TIRAGE BRUT 2001"
687;"FERRARI";"Sparkling";"I";"trento";4.5;33;"https://images.vivino.com/thumbs/Um2BgaKESWqOWlc9GTQzkA_pb_x300.png";"'GIULIO FERRARI' RISERVA DEL FONDATORE 1992"
688;"FÈLSINA";"Sparkling";"I";"toscana";4.5;33;"https://images.vivino.com/thumbs/t7T_FqRvRjWACtChwOY3eg_pb_x300.png";"BRUT MILLESIMATO 2012"
689;"BANFI";"Sparkling";"I";"brachetto d'acqui";4.5;33;"https://images.vivino.com/thumbs/k8skbcUUTjSjviqt1OLhEA_pb_x300.png";"ROSA REGALE 2005"
690;"BILLECART-SALMON";"Sparkling";"FR";"champagne";4.5;33;"https://images.vivino.com/thumbs/SBb6IhTXTWiUQt0efyzj1w_pb_x300.png";"BRUT RÉSERVE CHAMPAGNE 1993"
691;"PIERRE GIMONNET & FILS";"Sparkling";"FR";"champagne grand cru 'oger'";4.5;33;"https://images.vivino.com/thumbs/jklhgRdyToCOq80GCAMSpQ_pb_x300.png";"BLANC DE BLANCS BRUT CHAMPAGNE GRAND CRU 'OGER' 2012"
692;"MARIE-NOELLE LEDRU";"Sparkling";"FR";"champagne grand cru 'ambonnay'";4.5;32;"https://images.vivino.com/thumbs/SynoJthTQcSBw3VeN9bxIA_pb_x300.png";"CUVÉE DU GOULTÉ BLANC DE NOIRS BRUT CHAMPAGNE GRAND CRU 'AMBONNAY' 2013"
693;"PERE VENTURA";"Sparkling";"SP";"cava";4.5;32;"https://images.vivino.com/thumbs/iIV_L2sDTGWZym_xxomnQA_pb_x300.png";"CAVA GRAN VINTAGE N.V."
694;"SALON";"Sparkling";"FR";"champagne";4.5;32;"https://images.vivino.com/thumbs/npULvXoQRk6stiNqDWzB6Q_pb_x300.png";"LE MESNIL BLANC DE BLANCS (CUVÉE S) BRUT CHAMPAGNE 2005"
695;"VEUVE CLICQUOT";"Sparkling";"FR";"champagne";4.5;32;"https://images.vivino.com/thumbs/ajfomyyMSnSbAql2YU9ysw_pb_x300.png";"VINTAGE BRUT CHAMPAGNE 2001"
696;"DRAPPIER";"Sparkling";"FR";"champagne";4.5;32;"https://images.vivino.com/thumbs/BMhlSOEHQdqYdvooiqpnSg_pb_x300.png";"GRANDE SENDRÉE BRUT ROSÉ CHAMPAGNE 2000"
697;"POMMERY";"Sparkling";"FR";"champagne";4.5;32;"https://images.vivino.com/thumbs/ZyxkLsnHQQmrS_h8IhHScg_pb_x300.png";"LES CLOS POMPADOUR BRUT CHAMPAGNE 2003"
698;"SANTERO";"Sparkling";"I";"piemonte";4.5;31;"https://images.vivino.com/thumbs/AKMqzrIoQNaWKYVtD2uBgw_pb_x300.png";"DILÉ D - MOSCATO 2013"
699;"PERRIER-JOUËT";"Sparkling";"FR";"champagne";4.5;31;"https://images.vivino.com/thumbs/xMAIUxGvSTi0d9yOOu8bdw_pb_x300.png";"BELLE EPOQUE ROSÉ BRUT CHAMPAGNE 1989"
700;"BOLLINGER";"Sparkling";"FR";"champagne";4.5;31;"https://images.vivino.com/thumbs/8M16YAr5RCCsuf7C6sz3Bg_pb_x300.png";"LA GRANDE ANNÉE BRUT CHAMPAGNE 1988"
701;"EMMANUEL BROCHET";"Sparkling";"FR";"champagne";4.5;31;"https://images.vivino.com/thumbs/dmLW3AHAQmag9XWnNcW2AQ_pb_x300.png";"HAUT CHARDONNAY EXTRA BRUT MILLESIMÉ CHAMPAGNE 2010"
702;"PHILIPPONNAT";"Sparkling";"FR";"champagne premier cru";4.5;31;"https://images.vivino.com/thumbs/cPeGOPM6Q32i2qbOz18LJg_pb_x300.png";"CUVÉE PARCELLAIRE EXTRA-BRUT CHAMPAGNE PREMIER CRU 2006"
703;"COMTE AUDOIN DE DAMPIERRE";"Sparkling";"FR";"champagne grand cru";4.5;31;"https://images.vivino.com/thumbs/2ZxiCA-7R8OaM1Puv0Mf_g_pb_x300.png";"FAMILY RESERVE BLANC DE BLANCS BRUT CHAMPAGNE GRAND CRU 2007"
704;"DOMAINE CARNEROS";"Sparkling";"united states";"los carneros";4.5;31;"https://images.vivino.com/thumbs/RDbp2VzPTpykQElOEH36Sw_pb_x300.png";"BRUT ROSÉ LATE DISGORGED 2012"
